Id,Rented_Bike_Count
6576,6.886590225209713
6577,6.723512732825583
6578,6.405893912757183
6579,6.026437497489181
6580,5.531805476383648
6581,5.508484645067367
6582,5.788111384509439
6583,6.402967742158126
6584,7.140643511571327
6585,7.013383108474946
6586,6.912950482720766
6587,7.110351033583722
6588,7.021107738094698
6589,7.016299164809908
6590,7.0345364067467395
6591,7.049080708920328
6592,7.211811774360237
6593,7.3560074578611765
6594,7.55212217617541
6595,7.515659135814834
6596,7.5619497462520515
6597,7.785654820760554
6598,7.701437369267131
6599,7.344401648287307
6600,7.097070245890276
6601,6.797798545204988
6602,6.406907946287538
6603,5.988631110182538
6604,5.52020213636405
6605,5.493256734580956
6606,5.756212850167385
6607,6.3105513699928215
6608,6.990721761771789
6609,6.818384526343806
6610,6.844431093126991
6611,7.057212345713347
6612,7.202280900614974
6613,7.038479485621674
6614,6.982941921183916
6615,7.106998914485128
6616,7.189956640154656
6617,7.32753187344581
6618,7.543181154802829
6619,7.371007537546045
6620,7.371692283943151
6621,7.623417505087671
6622,7.461830485749273
6623,7.168120915219884
6624,6.919172634356604
6625,6.597671054894667
6626,6.2042098652284725
6627,5.784728658296388
6628,5.387231662984926
6629,5.501917494892688
6630,6.193558751777977
6631,6.99267133629394
6632,7.518771219177793
6633,5.075093612849407
6634,5.216889213663402
6635,6.3553365795242955
6636,6.520488205329607
6637,6.764819398804717
6638,6.7898874185688705
6639,6.762380425775552
6640,4.985162011752297
6641,3.8807864190039663
6642,4.28142532748359
6643,4.827588949746295
6644,4.580063631662312
6645,4.726859361029648
6646,4.77575173232673
6647,5.788872095266356
6648,6.034517312400853
6649,5.804190570480099
6650,5.799257682350028
6651,5.469315952489298
6652,4.543648029033066
6653,4.996420476281916
6654,5.554894329850714
6655,6.198603937922875
6656,6.705940564496111
6657,6.905076155183726
6658,6.643534472074185
6659,6.907737704620085
6660,7.052140542688951
6661,7.041135034689816
6662,7.0753706362970945
6663,7.226177844977648
6664,7.315250607220543
6665,7.704493482276576
6666,8.003561529583866
6667,7.800668446109466
6668,7.560843653598496
6669,7.635890705611032
6670,7.510137227050128
6671,7.1611375661340855
6672,6.9070888296914035
6673,6.68621134950598
6674,6.2865024250270825
6675,5.8676798131644015
6676,5.459121271729725
6677,5.55581642484242
6678,6.091213720154858
6679,6.983509586492477
6680,7.500987937926238
6681,7.169265243994924
6682,6.77179215454059
6683,6.963163265621711
6684,7.027255715513838
6685,7.066452143195213
6686,7.08780570189475
6687,7.113342338035974
6688,7.251830743111892
6689,7.681150508154958
6690,8.041302096430236
6691,7.781272592201774
6692,7.490822428125761
6693,7.474439201351084
6694,7.175106209761609
6695,6.83082749536538
6696,6.7272283266164346
6697,6.541847495648208
6698,6.221899413530343
6699,5.887316195077147
6700,5.273522038130852
6701,5.378113462202305
6702,6.0279108311874
6703,6.845219700111235
6704,7.422855639606299
6705,7.114667950126367
6706,6.735615184979214
6707,6.843260114880199
6708,6.978686342965661
6709,7.101222430663546
6710,7.133612637423434
6711,7.313258584999247
6712,7.357384785346615
6713,7.622871609182696
6714,7.934944885758167
6715,7.6133468708134355
6716,7.305584267289455
6717,7.538023220991863
6718,7.4233489494964475
6719,6.977646483774453
6720,5.5219822251419775
6721,6.657479325581489
6722,5.161153081900458
6723,5.9218063219622135
6724,5.518446767932582
6725,5.650868599397632
6726,6.3035730229151605
6727,7.067381821715587
6728,7.455678528257299
6729,7.163970267932602
6730,6.825699492981247
6731,6.908864091052746
6732,7.009237725973156
6733,7.085016211637238
6734,7.078918382028046
6735,7.177739853644242
6736,7.339611191176494
6737,7.68126918147527
6738,7.942145406845207
6739,7.722669518957919
6740,7.503191498373426
6741,7.552489005373159
6742,7.433625646487107
6743,7.04056599583732
6744,6.963289630467903
6745,6.765408329451054
6746,6.328357004098513
6747,5.912383109241745
6748,5.472057923373311
6749,5.4041451768101165
6750,5.743043872570768
6751,6.331296462180406
6752,6.84113820304147
6753,6.798654485142669
6754,6.826378715014247
6755,7.110731011810109
6756,7.256350184586342
6757,7.32181109188013
6758,7.34360118546903
6759,7.4488143026935045
6760,7.490093069321703
6761,7.566737856904018
6762,7.693168802590141
6763,7.514591857291099
6764,7.453960549194878
6765,7.669615546973902
6766,7.564943697961334
6767,7.189816097604464
6768,6.8999159989826975
6769,6.50303070332827
6770,6.086410091456001
6771,5.687626328082632
6772,5.290264877412734
6773,5.213322532932849
6774,5.435410567284305
6775,5.972292459273182
6776,6.506718259927095
6777,6.79311522160546
6778,6.81723144178143
6779,7.0473382756018
6780,7.194670967636632
6781,7.305398062749694
6782,7.2325078622108805
6783,7.316750710057847
6784,7.304005555304853
6785,7.499238564835136
6786,7.315820831094693
6787,7.3770484735590705
6788,7.315547188022232
6789,7.524242743217025
6790,7.477243654395564
6791,7.156266984251754
6792,6.857508318001208
6793,6.566294364512334
6794,6.153958767353228
6795,5.665111391716831
6796,5.275831684826731
6797,5.387292379582375
6798,6.0414837288803
6799,6.893815440048487
6800,7.419695784757214
6801,7.136451292649903
6802,6.774478601265515
6803,6.962701842209611
6804,7.086519449775153
6805,7.1223096832422375
6806,7.134978405703949
6807,7.268586520529439
6808,7.366570208971698
6809,7.712632296592418
6810,7.990698792367812
6811,7.793122219437574
6812,7.522475167419475
6813,7.597951871909746
6814,7.473783176697389
6815,7.084094863880342
6816,6.936253913337404
6817,6.6485185209469515
6818,6.279776068736309
6819,5.771730550628792
6820,5.323084685752619
6821,5.431806114807093
6822,6.13215930549164
6823,6.947801306717422
6824,7.439274182059962
6825,7.1130626773991485
6826,6.816341559410737
6827,6.957351219264924
6828,7.084373242739947
6829,7.11254656699533
6830,7.143606111031931
6831,7.277032521398462
6832,7.403358102007599
6833,7.723718440276384
6834,7.9498203381191574
6835,7.779863069409661
6836,7.527626765130942
6837,7.625339123675421
6838,7.501482295856952
6839,7.1256726091674505
6840,6.9276254864465585
6841,6.639213141197191
6842,6.261576072704682
6843,5.783198575248449
6844,5.305940899595623
6845,5.387977833097867
6846,6.046509592960632
6847,6.910949645529581
6848,7.429762745765098
6849,7.126172629171981
6850,6.813496750777586
6851,6.9693510505487115
6852,7.112611622915485
6853,7.139894683999057
6854,7.163983882468185
6855,7.296801696558138
6856,7.395762485629723
6857,7.741538475236877
6858,8.041448075076742
6859,7.805220789116593
6860,7.494786252875455
6861,7.663326671449716
6862,7.4855391992008995
6863,7.136247598231116
6864,6.931847086283637
6865,6.6517933829445814
6866,6.300783398472095
6867,5.827847630426771
6868,5.400758106622424
6869,5.530322815564108
6870,6.193239769828847
6871,6.962598109402564
6872,7.478185354860005
6873,7.111917210197492
6874,6.788123563082185
6875,6.9374254509922695
6876,7.044808642317475
6877,7.077232228026426
6878,7.151328688595544
6879,7.270325173964955
6880,7.239432632570661
6881,7.7129429135813
6882,7.989995369065314
6883,7.714360870131803
6884,7.440065352189078
6885,7.552016498045968
6886,7.415847643332791
6887,7.063321036772755
6888,7.006364368130079
6889,6.78140411800876
6890,6.425970154895799
6891,5.956632452752843
6892,5.523262045486958
6893,5.644728410692319
6894,6.2792222285552555
6895,7.088880215408452
6896,7.586284429372232
6897,7.1957240297194955
6898,6.847174267579127
6899,6.967678607195155
6900,7.088105826830771
6901,7.154141897793417
6902,7.080493112038026
6903,7.279574182525904
6904,7.406273816298648
6905,7.760567813876356
6906,8.0017745182309
6907,7.798681657574586
6908,7.566784562032454
6909,7.682756089267044
6910,7.460651429281404
6911,5.556644001013297
6912,6.834046007002301
6913,6.712485344436567
6914,6.405045124867601
6915,6.00482604251689
6916,4.705985668759054
6917,5.619490046520026
6918,5.050988877124808
6919,6.36307925643891
6920,6.861201844069992
6921,6.774974766833747
6922,6.820873533978794
6923,6.922002411727772
